0	0	0	0	0	7.035
100	0	0	13.8484632806	0	6.1633600562
200	0	0	14.5471220281	0	-5.7946326515
300	0	0	1.8768721055	0	0.0311298951
400	0	0	0.9644595261	0	3.185150855
500	0	0	1.1022927904	0	10.8647923131
600	0	0	2.0306028953	0	13.4297967358
700	0	0	5.6145895815	0	16.3978150025
800	0	0	5.9835838137	0	23.195445024
900	0	0	4.0711814742	0	26.7614737337
1000	0	0	6.274609161	0	31.310244159
1100	0	0	8.6954792374	0	39.3380991226
1200	0	0	10.1763422886	0	42.3580597825
1300	0	0	8.155038732	0	45.3050230848
1400	0	0	1.7314039768	0	56.8361219291
1500	0	0	-3.3162866318	0	64.653228319
1600	0	0	-4.0561207921	0	67.574467514
1700	0	0	-2.3148806927	0	66.7078790687
1800	0	0	-1.869694362	0	65.8956412914
1900	0	0	-1.9603697835	0	65.1439113146
2000	0	0	-3.105162168	0	62.2335809725
2100	0	0	-6.9282199828	0	58.4646645981
2200	0	0	-6.9602207908	0	52.6361632456
2300	0	0	-3.8048142776	0	49.6639004552
2400	0	0	-5.3154380052	0	45.5921787935
2500	0	0	-5.0621457045	0	34.582009867
2600	0	0	-3.2782521589	0	31.0227093375
2700	0	0	-12.1498450972	0	29.1048870598
2800	0	0	-12.1238229337	0	20.4060482883
2900	0	0	-10.8423550181	0	19.7641477868
3000	0	0	0	0	28.609
0	100	0	0	9.6916854271	12.7719380135
100	100	0	1.9913590657	9.2071084363	12.8411271849
200	100	0	2.1949305525	-3.4860849931	14.4622844238
300	100	0	1.7197942034	-4.2628180567	15.3410973273
400	100	0	5.3411939375	-0.4815539039	16.8793834655
500	100	0	6.7281149554	0.6111773768	23.5676803946
600	100	0	7.6151027835	2.3178579248	24.5554914173
700	100	0	7.2704871981	5.8983028503	24.5833326375
800	100	0	4.5919468534	4.2295247651	33.3877647088
900	100	0	6.1853936092	4.5958131487	36.3277470868
1000	100	0	6.4324601359	6.8090191639	35.9015879588
1100	100	0	4.6713913396	5.0419412515	39.3261981739
1200	100	0	5.6020439454	2.8015557215	42.7523175707
1300	100	0	5.2415415679	0.7042558806	52.0266333586
1400	100	0	2.8742848513	0.3158464085	71.75212508
1500	100	0	2.1981975864	2.3977716388	81.810205414
1600	100	0	1.7678583485	6.3579935219	81.93522594
1700	100	0	0.5082952588	8.744315859	78.330893873
1800	100	0	-0.5899421087	10.1178494327	74.844109688
1900	100	0	-1.1784975519	11.0597597135	70.931394711
2000	100	0	-2.4209215391	10.5212629317	68.426051651
2100	100	0	-5.3510582537	9.4614127184	64.9262731778
2200	100	0	-6.9055230628	11.9260186394	57.7412343694
2300	100	0	-8.7367702855	11.4228612019	55.3727911431
2400	100	0	-7.7813142462	6.9213674439	53.0731533323
2500	100	0	-4.5275106553	8.2343836227	34.8265284172
2600	100	0	-10.0678036353	7.1855434457	30.5122184954
2700	100	0	-10.3591998544	0.7092408615	36.9553514298
2800	100	0	-3.3730654736	8.9340291261	35.4742535168
2900	100	0	-11.4996913012	8.4035558824	35.7467479706
3000	100	0	0	6.6710310023	44.5192747491
0	200	0	0	3.8956982634	17.0145010121
100	200	0	0.6706928604	3.9998913972	16.8090589456
200	200	0	1.0771955351	2.2755528183	19.4787395654
300	200	0	4.8814031947	2.9609956617	19.3594566782
400	200	0	5.8384549663	5.9878098789	19.0935596139
500	200	0	3.9017046124	3.3520786817	31.4946191944
600	200	0	7.3177283688	2.7948362111	34.3978659682
700	200	0	7.5262564218	3.4510787661	33.6979110052
800	200	0	4.6810941121	3.8010990539	37.4834029049
900	200	0	6.650675873	4.5138531609	39.2231898547
1000	200	0	6.7207372638	4.6036480684	42.309845276
1100	200	0	4.688015795	4.7606155545	52.2923181468
1200	200	0	5.8386569177	5.7089330654	61.1801304518
1300	200	0	5.669329419	6.6660424034	71.252634519
1400	200	0	3.4249197283	7.7545242761	78.836349042
1500	200	0	2.7258604883	9.0741297374	82.973230408
1600	200	0	2.2904234348	9.1317451814	86.352154643
1700	200	0	1.4449752114	8.951829532	87.033636098
1800	200	0	0.4457494925	9.1301733681	85.052568775
1900	200	0	-1.5569562845	9.3664507709	81.713092532
2000	200	0	-4.7035091631	8.5226672764	80.312902345
2100	200	0	-5.5234642751	7.1182402171	77.52501995
2200	200	0	-4.9987723073	8.7933200744	67.059077317
2300	200	0	-8.8094654798	9.4477646978	63.0587663055
2400	200	0	-8.5039155844	8.8354868527	63.0547345202
2500	200	0	-4.7979697094	8.429348189	55.992205386
2600	200	0	-10.8033949134	7.022164944	54.5476477454
2700	200	0	-10.4013594168	7.1531706269	55.8162371756
2800	200	0	-4.4295079195	6.9015295077	35.7940159614
2900	200	0	-13.1053531419	-2.3842085005	34.1308548681
3000	200	0	0	5.0987931702	25.6037799833
0	300	0	0	2.1650566327	21.1895562512
100	300	0	0.3712136206	1.4521490153	21.0733409255
200	300	0	1.156034817	1.4470468916	22.3765332427
300	300	0	5.432051264	3.0377769716	22.0430588796
400	300	0	5.7322769575	2.7311981304	21.9557435684
500	300	0	3.5351412943	2.3302897949	30.9020285221
600	300	0	7.7141028679	3.0574737053	35.453747068
700	300	0	8.2767500409	3.1490285085	41.6823323746
800	300	0	5.6547212415	4.3150956576	45.0360630485
900	300	0	6.9879426237	6.4615247761	48.5492890113
1000	300	0	6.6792225295	5.2779824726	56.8999529631
1100	300	0	5.7766763366	6.0283907873	63.4989034358
1200	300	0	7.5074707943	8.9404795243	69.498063845
1300	300	0	7.2871327786	9.0071051283	78.548668328
1400	300	0	5.282372192	9.1519222783	83.367674148
1500	300	0	3.5754184917	10.1143821425	86.053932283
1600	300	0	1.6455581431	9.8903969215	91.0020934
1700	300	0	0.5067234455	9.4087872468	93.488009207
