0	0	-291	0	0
100	0	-291	23.0960371	0
200	0	-291	188.1471978	0
300	0	-293.21	209.611241	0
400	0	-293.21	187.660342	0
500	0	-293.21	599.1877023	0
600	0	-301.06	645.8635355	0
700	0	-301.06	454.7295384	0
800	0	-301.06	867.2204485	0
900	0	-312.26	1130.431629	0
1000	0	-312.26	1163.779276	0
1100	0	-325.1	972.5806627	0
1200	0	-325.1	597.8461298	0
1300	0	-325.1	646.0377692	0
1400	0	-333.86	589.3749631	0
1500	0	-333.86	272.0338993	0
1600	0	-333.86	109.8607804	0
1700	0	-334.8	37.2209944	0
1800	0	-334.8	-125.3556544	0
1900	0	-334.8	-375.9783173	0
2000	0	-329.24	-418.7971388	0
2100	0	-329.24	-404.3245051	0
2200	0	-329.24	-771.4277555	0
2300	0	-318.95	-766.8147262	0
2400	0	-318.95	-471.9934996	0
2500	0	-318.95	-957.8995547	0
2600	0	-307.56	-1045.577509	0
2700	0	-307.56	-1108.654358	0
2800	0	-297.23	-891.4466358	0
2900	0	-297.23	-108.2580118	0
3000	0	-297.23	0	0
0	100	-291.72	0	-100.945801
100	100	-291.72	23.2482282	-97.6845303
200	100	-291.72	118.321097	-62.6997977
300	100	-292.91	196.848724	-193.6175221
400	100	-292.91	444.3092122	-147.7334566
500	100	-299.1	525.5092506	42.6724006
600	100	-299.1	369.0436753	-288.9975437
700	100	-299.1	596.6466512	-316.7734871
800	100	-307.78	685.8793677	-205.4051777
900	100	-307.78	558.4656616	-613.3368248
1000	100	-307.78	742.8044528	-935.0831344
1100	100	-317.42	717.6645568	-1207.559274
1200	100	-317.42	466.4610804	-1338.202113
1300	100	-317.42	521.9873929	-1429.118418
1400	100	-324.48	482.4878197	-1558.116832
1500	100	-324.48	239.9638462	-1622.028967
1600	100	-324.48	133.8317939	-1625.205688
1700	100	-326.02	76.8104657	-1606.345383
1800	100	-326.02	-69.6336292	-1590.863845
1900	100	-326.02	-267.4190968	-1541.497869
2000	100	-322.17	-318.9600756	-1428.859069
2100	100	-322.17	-351.3967209	-1433.2432
2200	100	-322.17	-640.1454174	-1475.130157
2300	100	-313.94	-736.1520098	-1167.06815
2400	100	-313.94	-826.9254951	-1139.884805
2500	100	-304.25	-776.6639426	-1374.61937
2600	100	-304.25	-431.2404316	-816.8893865
2700	100	-304.25	-868.3865031	-622.8341001
2800	100	-294.88	-795.2210539	-452.3883349
2900	100	-294.88	-97.595754	-430.7305807
3000	100	-294.88	0	-431.4399276
0	200	-289.88	0	-266.1880772
100	200	-289.88	61.3420404	-263.4497583
200	200	-290.81	92.214206	-231.2027801
300	200	-290.81	124.5775822	-311.7814667
400	200	-290.81	423.9502646	-336.2208705
500	200	-296.23	457.9236152	-386.9507772
600	200	-296.23	286.4176478	-465.8892355
700	200	-296.23	538.3219044	-512.926992
800	200	-303.48	570.6571109	-596.7654746
900	200	-303.48	400.7536722	-710.9940418
1000	200	-303.48	569.5568269	-824.1171282
1100	200	-311.12	569.4616841	-983.9789904
1200	200	-311.12	376.2869865	-1068.296415
1300	200	-311.12	426.1230498	-1132.292399
1400	200	-316.8	396.4644136	-1232.453836
1500	200	-316.8	204.9450433	-1281.568545
1600	200	-316.8	125.544365	-1290.675843
1700	200	-318.27	71.5628377	-1307.437709
1800	200	-318.27	-60.5081407	-1332.838489
1900	200	-318.27	-213.9735407	-1331.680286
2000	200	-315.46	-310.5424698	-1238.346329
2100	200	-315.46	-450.5955932	-1243.059233
2200	200	-309.04	-505.2527051	-1292.158073
2300	200	-309.04	-431.569374	-1015.045422
2400	200	-309.04	-679.5447199	-860.3983086
2500	200	-301.04	-634.9041366	-751.0918228
2600	200	-301.04	-293.7922389	-623.3213595
2700	200	-301.04	-744.1533066	-568.4131995
2800	200	-292.92	-699.3431163	-417.0913376
2900	200	-292.92	-87.3096046	-397.9402343
3000	200	-292.92	0	-417.8595115
0	300	-288.66	0	-259.4703685
100	300	-288.66	58.2335252	-260.4134088
200	300	-289.3	69.9893886	-275.8673087
300	300	-289.3	91.8306336	-300.2388756
400	300	-289.3	369.1399017	-324.6205147
500	300	-293.94	395.8408855	-405.8351983
600	300	-293.94	243.0674605	-440.9308847
700	300	-293.94	465.7704121	-482.7999852
800	300	-300.2	487.8123178	-578.8829946
900	300	-300.2	331.1140081	-633.2759939
1000	300	-300.2	469.8195042	-694.2397008
1100	300	-306.63	473.4852695	-809.802496
1200	300	-306.63	318.1476716	-862.6620465
1300	300	-306.63	357.8299722	-897.4420797
1400	300	-311.47	333.2116744	-988.5692073
1500	300	-311.47	181.7418397	-1031.591571
1600	300	-311.47	107.9626294	-1035.808326
1700	300	-312.85	34.6478191	-1068.875959
1800	300	-312.85	-93.8762061	-1105.091831
1900	300	-310.62	-172.9269369	-1112.830959
2000	300	-310.62	-230.3390227	-1033.153955
2100	300	-310.62	-405.2084643	-975.9921836
2200	300	-305.15	-412.1316063	-917.9741775
2300	300	-305.15	-304.3922459	-811.6811233
2400	300	-305.15	-562.9718961	-734.8244191
2500	300	-298.26	-539.5869935	-612.5413973
2600	300	-298.26	-248.5618083	-566.8293621
2700	300	-298.26	-662.1564812	-552.0085516
2800	300	-290.95	-624.7480887	-413.3778037
2900	300	-290.95	-98.3639278	-401.5030989
3000	300	-290.95	0	-520.0603042
0	400	-287.51	0	-269.1430153
100	400	-287.51	44.9451002	-271.1024129
200	400	-288.04	52.3887392	-299.6811568
300	400	-288.04	75.8243762	-307.6870448
400	400	-288.04	318.353942	-327.9305765
500	400	-292.09	341.6132452	-405.6411707
600	400	-292.09	209.4528609	-430.935307
700	400	-292.09	400.3697945	-463.6552481
800	400	-297.5	420.1811022	-554.9232204
900	400	-297.5	285.396966	-588.0435087
1000	400	-297.5	393.0303248	-619.2139357
1100	400	-302.86	401.0393384	-730.6248485
1200	400	-302.86	288.6474027	-768.1232528
1300	400	-302.86	300.2158889	-776.6009648
1400	400	-306.89	262.3149227	-883.001913
1500	400	-306.89	157.7059243	-944.3068419
1600	400	-308.13	88.259977	-957.3693315
1700	400	-308.13	2.2793331	-986.9181214
1800	400	-308.13	-104.4631412	-1001.372262
1900	400	-306.31	-142.0356653	-986.0158553
2000	400	-306.31	-173.7036944	-944.1971644
2100	400	-306.31	-335.4158153	-894.8371714
2200	400	-301.79	-340.9416448	-815.2856247
2300	400	-301.79	-248.4196156	-767.7019016
2400	400	-301.79	-480.4049939	-727.6475581
2500	400	-295.78	-466.9090796	-613.806139
2600	400	-295.78	-233.2593931	-594.1386792
2700	400	-295.78	-590.7017482	-640.3777015
2800	400	-289.17	-548.8376637	-443.1043688
2900	400	-289.17	-193.9921052	-432.5750467
3000	400	-289.17	0	-724.0082591
0	500	-285.98	0	-288.3261706
100	500	-285.98	27.6953837	-290.4059061
200	500	-286.33	33.4047567	-320.5763425
300	500	-286.33	63.5812139	-324.7384718
400	500	-286.33	271.1857758	-338.6612844
500	500	-289.74	292.836155	-414.8130159
600	500	-289.74	185.0533831	-429.0370376
700	500	-289.74	341.7824987	-437.5776907
800	500	-294.27	363.4240571	-538.4601763
900	500	-294.27	266.8232928	-558.3499665
1000	500	-294.27	327.2381644	-556.2610955
1100	500	-298.55	324.5759525	-685.0816797
1200	500	-298.55	272.1715553	-744.1053528
1300	500	-301.83	242.951312	-761.9749649
1400	500	-301.83	165.5057973	-857.0380893
1500	500	-301.83	107.3744212	-918.7504736
1600	500	-302.79	65.3513499	-941.8863936
1700	500	-302.79	-9.3551116	-957.9689074
1800	500	-302.79	-92.9739401	-955.3031093
1900	500	-301.36	-115.7518391	-930.5304157
2000	500	-301.36	-139.1603388	-908.067015
2100	500	-301.36	-276.2969246	-874.1457082
2200	500	-297.65	-284.9963365	-803.2028256
2300	500	-297.65	-216.7541793	-781.8781735
2400	500	-297.65	-409.0761334	-777.1266297
2500	500	-292.63	-406.0781145	-647.6770722
2600	500	-292.63	-275.1333708	-645.502412
2700	500	-292.63	-511.1221708	-783.8536845
2800	500	-286.79	-416.9454339	-475.7227216
2900	500	-286.79	-379.2678181	-447.271409
3000	500	-282.09	0	-724.369535
0	600	-284.59	0	-302.7550782
100	600	-284.59	12.6949283	-303.671886
200	600	-284.54	18.0561735	-318.5182592
300	600	-284.54	57.7394343	-315.1161569
400	600	-284.54	228.2793978	-304.8654229
500	600	-287.46	251.237492	-393.8340819
600	600	-287.46	186.6881861	-395.8822734
700	600	-287.46	290.9466557	-368.0061114
800	600	-291.26	299.4088264	-499.7584934
900	600	-291.26	267.5960469	-542.5400254
1000	600	-294.69	266.2986116	-546.6072098
1100	600	-294.69	213.195081	-657.7880747
1200	600	-294.69	211.7541175	-728.9539992
1300	600	-297.25	187.2831524	-771.787443
1400	600	-297.25	105.539414	-825.5841529
1500	600	-297.25	72.8576201	-858.2697901
1600	600	-298.07	49.0415432	-877.6445311
1700	600	-298.07	-11.1373827	-888.2021551
1800	600	-298.07	-77.0246495	-883.8803399
1900	600	-296.89	-94.799571	-859.1328765
2000	600	-296.89	-117.3189869	-848.2182593
2100	600	-296.89	-230.5516259	-832.6244293
2200	600	-293.82	-248.6741101	-766.4306136
2300	600	-293.82	-222.3434198	-768.0576453
2400	600	-293.82	-346.2038927	-814.293657
2500	600	-289.54	-335.2848619	-644.0289447
2600	600	-289.54	-369.4360055	-617.9150193
2700	600	-284.67	-420.9220578	-731.0749318
2800	600	-284.67	-212.2553882	-454.4959335
2900	600	-284.67	-442.6389186	-418.5365851
3000	600	-280	0	-488.7792226
0	700	-282.92	0	-306.4250117
100	700	-282.92	11.9322027	-306.0574102
200	700	-283.16	21.9604857	-312.350071
300	700	-283.16	77.2340502	-296.2362292
400	700	-283.16	192.4678509	-233.7690934
500	700	-285.33	201.8193045	-350.4724606
600	700	-285.33	210.8813536	-371.8331792
700	700	-288.39	237.9062787	-363.9960602
800	700	-288.39	188.8901432	-483.3025162
900	700	-288.39	219.9745764	-541.6027582
1000	700	-291.11	211.9901151	-573.3820576
1100	700	-291.11	142.2291631	-630.0654958
1200	700	-291.11	158.172187	-672.8657474
1300	700	-293.15	146.3211582	-713.6125802
1400	700	-293.15	79.0234502	-738.969252
1500	700	-293.15	55.314043	-751.0787839
1600	700	-293.79	35.4189849	-767.0477442
1700	700	-293.79	-15.5909203	-781.5613485
1800	700	-293.79	-63.9046614	-784.9146615
1900	700	-292.84	-80.0897585	-760.0010984
2000	700	-292.84	-112.6518917	-762.5337912
2100	700	-292.84	-194.5092788	-772.9186031
2200	700	-290.27	-220.4295524	-689.0843378
2300	700	-290.27	-264.6172228	-672.4288448
2400	700	-286.69	-285.0474329	-707.082133
2500	700	-286.69	-209.6994769	-560.2956613
2600	700	-286.69	-362.179358	-511.0191406
2700	700	-282.57	-347.703085	-506.6401445
2800	700	-282.57	-104.4070872	-390.0176845
2900	700	-282.57	-413.5511073	-374.810247
3000	700	-278.46	0	-315.8627794
