0	0	0	-280.38	0	0	19.698
100	0	0	-280.37	-0.0608061046	0	19.6356442792
200	0	0	-280.37	0.159590583	0	19.7151008187
300	0	0	-280.37	1.192585796	0	20.6183572987
400	0	0	-280.58	1.222522133	0	21.70532938
500	0	0	-280.58	0.1572305549	0	21.1919824954
600	0	0	-280.58	-0.1876839443	0	18.2446851579
700	0	0	-280.54	-0.1672965813	0	17.2758855125
800	0	0	-280.54	0.2690569451	0	16.9276482354
900	0	0	-280.54	1.0236948023	0	16.5026922599
1000	0	0	-280.75	1.2275925858	0	16.9088593852
1100	0	0	-280.75	1.5991281816	0	16.8624898912
1200	0	0	-280.75	3.7253805181	0	16.854510888
1300	0	0	-281.46	5.4805641416	0	18.7434223307
1400	0	0	-281.46	6.8133584323	0	20.3906106776
1500	0	0	-282.68	6.3567766009	0	21.8492950337
1600	0	0	-282.68	5.3285525517	0	22.014312811
1700	0	0	-282.68	7.7611509446	0	22.4694624035
1800	0	0	-284.33	7.7271908623	0	25.9136188502
1900	0	0	-284.33	5.0178107057	0	27.4916979031
2000	0	0	-284.33	5.14285233	0	27.6261993713
2100	0	0	-285.35	4.7755912806	0	29.3016207544
2200	0	0	-285.35	3.0580226765	0	29.5817190985
2300	0	0	-285.35	3.1166890088	0	28.453059242
2400	0	0	-285.96	2.8790590703	0	28.8481446544
2500	0	0	-285.96	1.831915541	0	28.7607375599
2600	0	0	-285.96	2.0169185004	0	27.7929841664
2700	0	0	-286.35	1.9900443515	0	28.0863929918
2800	0	0	-286.35	1.8396484063	0	28.2193788798
2900	0	0	-286.35	3.3748083245	0	28.2754269325
3000	0	0	-287.03	3.2737812489	0	30.0361135541
3100	0	0	-287.03	1.3493750688	0	30.4018933407
3200	0	0	-287.03	0.9952711377	0	29.30695977
3300	0	0	-287.2	0.5739074878	0	29.3976487858
3400	0	0	-287.2	-1.0188768457	0	29.1291066687
3500	0	0	-286.97	-1.2373394175	0	27.6105386439
3600	0	0	-286.97	-0.7830382058	0	27.28449643
3700	0	0	-286.97	-4.0375107515	0	27.2079145925
3800	0	0	-286.31	-3.8873851915	0	23.74944511
3900	0	0	-286.31	-0.367319929	0	23.4397505477
4000	0	0	-286.31	0	0	24.455
0	100	0	-280.84	0	1.6869531886	23.9782999647
100	100	0	-280.84	-2.344372679	0.7387735637	23.7887572662
200	100	0	-280.42	-2.373829966	0.5248692029	21.7339425072
300	100	0	-280.42	-0.1470375434	0.0304537847	21.5385349905
400	100	0	-280.42	0.1743453364	-0.9548236933	21.5278848581
500	100	0	-280.44	0.255278442	-0.960059616	21.5628213649
600	100	0	-280.44	0.9415322869	-0.2461028791	21.3902088428
700	100	0	-280.44	3.2652023545	0.3363405293	21.6424952591
800	100	0	-281.16	3.5561595427	1.1992313116	23.8307498713
900	100	0	-281.16	2.2128548548	2.5444240461	24.4478221359
1000	100	0	-281.16	3.4272661554	2.8424817134	24.5341461151
1100	100	0	-281.9	3.6805825426	3.424185147	26.1526078033
1200	100	0	-281.9	3.2971409128	3.8628411887	26.5799828942
1300	100	0	-281.9	5.580939401	2.4933299868	26.7321993634
