0	0	-239.17	0	0
100	0	-239.17	-0.13062954	0
200	0	-239.17	-1.063694671	0
300	0	-237.92	-1.170943524	0
400	0	-237.92	-0.905345841	0
500	0	-237.92	-2.787078314	0
600	0	-234.27	-2.973608577	0
700	0	-234.27	-1.906861985	0
800	0	-234.27	-3.351263798	0
900	0	-229.87	-4.021217055	0
1000	0	-229.87	-3.480436379	0
1100	0	-226.42	-2.592480558	0
1200	0	-226.42	-1.183267525	0
1300	0	-226.42	-0.71170961	0
1400	0	-225.61	-0.484972397	0
1500	0	-225.61	0.095237475	0
1600	0	-225.61	0.727083338	0
1700	0	-226.76	0.91971636	0
1800	0	-226.76	1.172626764	0
1900	0	-226.76	2.204148497	0
2000	0	-229.89	2.3013193	0
2100	0	-229.89	1.890077677	0
2200	0	-229.89	3.222627726	0
2300	0	-234.14	3.140682696	0
2400	0	-234.14	1.711849166	0
2500	0	-234.14	2.999645296	0
2600	0	-237.68	3.13911993	0
2700	0	-237.68	2.774416712	0
2800	0	-240.13	2.124776736	0
2900	0	-240.13	0.256995874	0
3000	0	-240.13	0	0
0	100	-239.29	0	0.618049899
100	100	-239.29	-0.086491586	0.615568741
200	100	-239.29	-0.67014438	0.625928429
300	100	-238.57	-0.791575047	1.145563847
400	100	-238.57	-0.903528741	1.005294786
500	100	-238.57	-2.386457084	0.419228983
600	100	-235.59	-2.809590788	1.732389867
700	100	-235.59	-2.781918432	1.851470022
800	100	-232.18	-2.703422028	1.45762458
900	100	-232.18	-1.915361466	3.038542241
1000	100	-232.18	-2.188122449	4.119528463
1100	100	-229.4	-1.990154534	4.837820004
1200	100	-229.4	-1.012191131	5.119178688
1300	100	-229.4	-0.728874516	5.162432434
1400	100	-228.49	-0.547849379	5.154801853
1500	100	-228.49	-0.00473189	5.137133794
1600	100	-228.49	0.529933256	5.036617877
1700	100	-229.34	0.695193969	4.803484925
1800	100	-229.34	0.915134201	4.66453457
1900	100	-229.34	1.736346993	4.43904497
2000	100	-231.75	1.86831806	3.89991753
2100	100	-231.75	1.651792413	3.864495188
2200	100	-231.75	2.636274504	3.994100698
2300	100	-235.13	2.831925033	2.682034254
2400	100	-235.13	2.701797694	2.427804823
2500	100	-238.07	2.384768366	3.103470132
2600	100	-238.07	1.233923071	1.369243584
2700	100	-238.07	2.115489441	0.82155907
2800	100	-240.32	1.910136621	0.415191901
2900	100	-240.32	0.235665397	0.366360004
3000	100	-240.32	0	0.406021217
0	200	-239.81	0	0.899771096
100	200	-239.81	-0.122751011	0.888017113
200	200	-239.81	-0.533699565	0.756937038
300	200	-239.2	-0.791577167	1.163235456
400	200	-239.2	-1.631680704	0.998514914
500	200	-236.72	-2.059983232	0.480924845
600	200	-236.72	-1.541367538	1.689032086
700	200	-236.72	-2.181627273	2.254517033
800	200	-233.94	-2.164191579	2.748316869
900	200	-233.94	-1.359313172	3.170724085
1000	200	-233.94	-1.681158615	3.433299147
1100	200	-231.74	-1.592830333	3.938151663
1200	200	-231.74	-0.858655095	4.169488874
1300	200	-231.74	-0.676086444	4.201955873
1400	200	-230.87	-0.510271037	4.29368643
1500	200	-230.87	-0.022946501	4.37408957
1600	200	-230.87	0.393434469	4.352632817
1700	200	-231.49	0.547633052	4.159357514
1800	200	-231.49	0.808186809	4.136616186
1900	200	-231.49	1.439531457	4.098474178
2000	200	-233.44	1.726769517	3.514699344
2100	200	-233.44	1.984260845	3.412574058
2200	200	-236.02	2.040166793	3.534832799
2300	200	-236.02	1.574386821	2.380601426
2400	200	-236.02	2.133285044	1.792024942
2500	200	-238.45	1.941084057	1.42666984
2600	200	-238.45	0.857208868	1.081557271
2700	200	-238.45	1.820365028	1.144069791
2800	200	-240.43	1.669577669	0.575741209
2900	200	-240.43	0.24782519	0.513449164
3000	200	-240.43	0	0.818471969
0	300	-240.18	0	1.040027987
100	300	-240.18	-0.229325645	1.034017083
200	300	-239.78	-0.394926037	0.982257293
300	300	-239.78	-0.54999717	1.295405785
400	300	-239.78	-1.585839351	1.222850946
500	300	-237.76	-1.695939912	1.577867758
600	300	-237.76	-1.0359986	2.001579106
700	300	-237.76	-1.72263365	2.163517052
800	300	-235.58	-1.787214977	2.711427324
900	300	-235.58	-1.230379187	2.850493548
1000	300	-235.58	-1.420694871	2.811886852
1100	300	-233.63	-1.253964807	3.331315956
1200	300	-233.63	-0.748386921	3.560186758
1300	300	-233.63	-0.60467696	3.52722576
1400	300	-232.87	-0.375715683	3.674514305
1500	300	-232.87	0.054214497	3.795173148
1600	300	-233.3	0.3152012	3.783675809
1700	300	-233.3	0.479177338	3.638266638
1800	300	-233.3	0.854250865	3.629747166
1900	300	-234.72	1.114430151	3.588643231
2000	300	-234.72	1.18241794	3.086487593
2100	300	-234.72	1.671925868	2.800071651
2200	300	-236.86	1.604301872	2.423842472
2300	300	-236.86	1.089117176	1.983823432
2400	300	-236.86	1.747866108	1.826409701
2500	300	-238.99	1.674300694	1.311505545
2600	300	-238.99	0.951323022	1.253773432
2700	300	-238.99	1.60967338	1.737899965
2800	300	-240.81	1.279515994	0.810669724
2900	300	-240.81	0.478396157	0.726269611
3000	300	-240.81	0	1.537725651
0	400	-240.76	0	1.252031294
100	400	-240.76	-0.180521705	1.259335563
200	400	-240.56	-0.272310862	1.391767246
300	400	-240.56	-0.550983514	1.44219407
400	400	-240.56	-1.349218732	1.169826358
500	400	-238.86	-1.281255073	1.914140147
600	400	-238.86	-0.955718244	2.058702986
700	400	-238.86	-1.471779054	1.885493372
800	400	-236.96	-1.477215083	2.493547307
