0 0 -277.44
100 0 -277.44
200 0 -277.44
300 0 -277.30
400 0 -277.30
500 0 -277.30
600 0 -277.98
700 0 -277.98
800 0 -277.98
900 0 -278.17
1000 0 -278.17
1100 0 -278.17
1200 0 -278.51
1300 0 -278.51
1400 0 -278.51
1500 0 -279.25
1600 0 -279.25
1700 0 -280.00
1800 0 -280.00
1900 0 -280.00
2000 0 -280.68
2100 0 -280.68
2200 0 -280.68
2300 0 -281.50
2400 0 -281.50
2500 0 -281.50
2600 0 -282.07
2700 0 -282.07
2800 0 -282.07
2900 0 -282.38
3000 0 -282.38
3100 0 -282.38
3200 0 -282.78
3300 0 -282.78
3400 0 -282.78
3500 0 -282.91
3600 0 -282.91
3700 0 -282.82
3800 0 -282.82
3900 0 -282.82
4000 0 -282.66
0 100 -277.25
100 100 -277.25
200 100 -277.23
300 100 -277.23
400 100 -277.25
500 100 -277.25
600 100 -277.25
700 100 -277.38
800 100 -277.38
900 100 -277.38
1000 100 -277.69
1100 100 -277.69
1200 100 -277.69
1300 100 -278.27
1400 100 -278.27
1500 100 -278.27
1600 100 -279.05
1700 100 -279.05
1800 100 -279.05
1900 100 -279.84
2000 100 -279.84
2100 100 -280.55
2200 100 -280.55
2300 100 -280.55
2400 100 -281.15
2500 100 -281.15
2600 100 -281.15
2700 100 -281.65
2800 100 -281.65
2900 100 -281.65
3000 100 -282.02
3100 100 -282.02
3200 100 -282.02
3300 100 -282.25
3400 100 -282.25
3500 100 -282.25
3600 100 -282.34
3700 100 -282.34
3800 100 -282.29
3900 100 -282.29
4000 100 -282.29
0 200 -276.63
100 200 -276.63
200 200 -276.63
300 200 -276.71
400 200 -276.71
500 200 -276.71
600 200 -276.75
700 200 -276.75
800 200 -277.07
900 200 -277.07
1000 200 -277.07
1100 200 -277.75
1200 200 -277.75
1300 200 -277.75
1400 200 -278.59
1500 200 -278.59
1600 200 -278.59
1700 200 -279.51
1800 200 -279.51
1900 200 -279.51
2000 200 -280.45
2100 200 -280.45
2200 200 -280.45
2300 200 -281.18
2400 200 -281.18
2500 200 -281.74
2600 200 -281.74
2700 200 -281.74
2800 200 -282.29
2900 200 -282.29
3000 200 -282.29
3100 200 -282.61
3200 200 -282.61
3300 200 -282.61
3400 200 -282.63
3500 200 -282.63
3600 200 -282.63
3700 200 -282.36
3800 200 -282.36
3900 200 -282.29
4000 200 -282.29
0 300 -276.60
100 300 -277.18
200 300 -277.18
300 300 -277.18
400 300 -276.48
500 300 -276.48
600 300 -276.48
700 300 -276.59
800 300 -276.59
900 300 -277.01
1000 300 -277.01
1100 300 -277.01
1200 300 -278.01
1300 300 -278.01
1400 300 -278.01
1500 300 -278.43
1600 300 -278.43
1700 300 -278.43
1800 300 -279.58
1900 300 -279.58
2000 300 -279.58
2100 300 -280.90
2200 300 -280.90
2300 300 -281.93
2400 300 -281.93
2500 300 -281.93
2600 300 -282.72
2700 300 -282.72
2800 300 -282.72
2900 300 -283.01
3000 300 -283.01
3100 300 -283.01
3200 300 -282.96
3300 300 -282.96
3400 300 -282.96
3500 300 -283.08
3600 300 -283.08
3700 300 -282.86
3800 300 -282.86
3900 300 -282.86
4000 300 -282.56
0 400 -276.28
100 400 -276.28
200 400 -275.91
300 400 -275.91
400 400 -275.91
500 400 -275.95
600 400 -275.95
700 400 -276.43
800 400 -276.43
900 400 -276.43
1000 400 -277.34
1100 400 -277.34
1200 400 -277.34
1300 400 -278.15
1400 400 -278.15
