0 0 -276.40
100 0 -276.14
200 0 -276.14
300 0 -276.14
400 0 -274.55
500 0 -274.55
600 0 -274.55
700 0 -271.80
800 0 -271.80
900 0 -269.91
1000 0 -269.91
1100 0 -269.91
1200 0 -270.55
1300 0 -270.55
1400 0 -270.55
1500 0 -273.53
1600 0 -273.53
1700 0 -273.53
1800 0 -277.15
1900 0 -277.15
2000 0 -277.15
2100 0 -280.58
2200 0 -280.58
2300 0 -280.58
2400 0 -283.63
2500 0 -283.63
2600 0 -286.29
2700 0 -286.29
2800 0 -286.29
2900 0 -289.54
3000 0 -289.54
3100 0 -289.54
3200 0 -292.31
3300 0 -292.31
3400 0 -292.31
3500 0 -294.18
3600 0 -294.18
3700 0 -294.18
3800 0 -294.28
3900 0 -294.28
4000 0 -294.28
4100 0 -292.98
4200 0 -292.98
4300 0 -291.52
4400 0 -291.52
4500 0 -291.52
4600 0 -290.18
4700 0 -290.18
4800 0 -290.18
4900 0 -288.78
5000 0 -288.78
0 100 -276.33
100 100 -276.05
200 100 -276.05
300 100 -275.46
400 100 -275.46
500 100 -275.46
600 100 -274.26
700 100 -274.26
800 100 -274.26
900 100 -273.34
1000 100 -273.34
1100 100 -273.34
1200 100 -273.77
1300 100 -273.77
1400 100 -273.77
1500 100 -275.61
1600 100 -275.61
1700 100 -275.61
1800 100 -277.89
1900 100 -277.89
2000 100 -281.02
2100 100 -281.02
2200 100 -281.02
2300 100 -284.74
2400 100 -284.74
2500 100 -284.74
2600 100 -288.19
2700 100 -288.19
2800 100 -288.19
2900 100 -291.05
3000 100 -291.05
3100 100 -291.05
3200 100 -293.63
3300 100 -293.63
3400 100 -295.28
3500 100 -295.28
3600 100 -295.28
3700 100 -295.38
3800 100 -295.38
3900 100 -295.38
4000 100 -294.19
4100 100 -294.19
4200 100 -294.19
4300 100 -292.60
4400 100 -292.60
4500 100 -292.60
4600 100 -291.10
4700 100 -291.10
4800 100 -291.10
4900 100 -289.95
5000 100 -289.95
0 200 -278.51
100 200 -278.51
200 200 -278.51
300 200 -277.83
400 200 -277.83
500 200 -277.83
600 200 -276.01
700 200 -276.01
800 200 -276.01
900 200 -274.37
1000 200 -274.37
1100 200 -274.23
1200 200 -274.23
1300 200 -274.23
1400 200 -276.08
1500 200 -276.08
1600 200 -276.08
1700 200 -278.77
1800 200 -278.77
1900 200 -278.77
2000 200 -281.25
2100 200 -281.25
2200 200 -281.25
2300 200 -283.37
2400 200 -283.37
2500 200 -285.92
2600 200 -285.92
2700 200 -285.92
2800 200 -288.62
2900 200 -288.62
3000 200 -288.62
3100 200 -291.21
3200 200 -291.21
3300 200 -291.21
3400 200 -292.61
3500 200 -292.61
3600 200 -292.61
3700 200 -293.06
3800 200 -293.06
3900 200 -293.06
4000 200 -292.45
4100 200 -292.45
4200 200 -292.45
4300 200 -291.08
4400 200 -291.08
4500 200 -289.77
4600 200 -289.77
4700 200 -289.77
4800 200 -288.58
4900 200 -288.58
5000 200 -288.58
0 300 -279.17
100 300 -279.17
200 300 -278.91
300 300 -278.91
400 300 -278.91
500 300 -276.43
600 300 -276.43
700 300 -276.43
800 300 -274.66
900 300 -274.66
1000 300 -274.66
1100 300 -274.59
1200 300 -274.59
1300 300 -274.59
1400 300 -275.84
1500 300 -275.84
1600 300 -275.84
1700 300 -278.04
1800 300 -278.04
1900 300 -278.04
2000 300 -280.41
2100 300 -280.41
2200 300 -282.67
2300 300 -282.67
2400 300 -282.67
2500 300 -284.89
2600 300 -284.89
2700 300 -284.89
2800 300 -287.06
2900 300 -287.06
3000 300 -287.06
3100 300 -289.08
3200 300 -289.08
3300 300 -289.08
3400 300 -290.80
3500 300 -290.80
3600 300 -290.80
3700 300 -291.25
3800 300 -291.25
3900 300 -290.67
4000 300 -290.67
4100 300 -290.67
4200 300 -289.80
4300 300 -289.80
4400 300 -289.80
4500 300 -289.13
4600 300 -289.13
4700 300 -289.13
4800 300 -289.02
4900 300 -289.02
5000 300 -289.02
0 400 -278.32
100 400 -278.32
200 400 -277.73
300 400 -277.73
400 400 -277.73
500 400 -276.84
600 400 -276.84
700 400 -276.84
800 400 -276.69
900 400 -276.69
1000 400 -276.69
1100 400 -276.89
1200 400 -276.89
1300 400 -276.89
1400 400 -277.64
1500 400 -277.64
1600 400 -279.53
1700 400 -279.53
1800 400 -279.53
1900 400 -281.97
2000 400 -281.97
2100 400 -281.97
2200 400 -284.45
2300 400 -284.45
2400 400 -284.45
2500 400 -286.81
2600 400 -286.81
2700 400 -286.81
2800 400 -289.13
2900 400 -289.13
3000 400 -289.13
3100 400 -290.75
3200 400 -290.75
3300 400 -291.31
3400 400 -291.31
3500 400 -291.31
3600 400 -292.24
3700 400 -292.24
3800 400 -292.24
3900 400 -292.59
4000 400 -292.59
4100 400 -292.59
4200 400 -292.12
4300 400 -292.12
4400 400 -292.12
4500 400 -291.39
4600 400 -291.39
4700 400 -291.39
4800 400 -290.66
