0	0	0	0	0	105
100	0	0	206.6934818	0	91.9904486
200	0	0	217.1212243	0	-86.4870545
300	0	0	28.0130165	0	0.4646253
400	0	0	14.3949183	0	47.539565
500	0	0	16.4521312	0	162.1610793
600	0	0	30.3075059	0	200.4447274
700	0	0	83.7998445	0	244.7435075
800	0	0	89.3072211	0	346.200672
900	0	0	60.7639026	0	399.4249811
1000	0	0	93.650883	0	467.317077
1100	0	0	129.7832722	0	587.1358078
1200	0	0	151.8857058	0	632.2098475
1300	0	0	121.716996	0	676.1943744
1400	0	0	25.8418504	0	848.3003273
1500	0	0	-49.4968154	0	964.973557
1600	0	0	-60.5391163	0	1008.574142
1700	0	0	-34.5504581	0	995.6399861
1800	0	0	-27.905886	0	983.5170342
1900	0	0	-29.2592505	0	972.2971838
2000	0	0	-46.345704	0	928.8594175
2100	0	0	-103.4062684	0	872.6069343
2200	0	0	-103.8838924	0	785.6143768
2300	0	0	-56.7882728	0	741.2522456
2400	0	0	-79.3348956	0	680.4802805
2500	0	0	-75.5544135	0	516.149401
2600	0	0	-48.9291367	0	463.0255125
2700	0	0	-181.3409716	0	434.4012994
2800	0	0	-180.9525811	0	304.5678849
2900	0	0	-161.8261943	0	294.9872804
3000	0	0	0	0	427
0	100	0	0	144.6520213	190.6259405
100	100	0	29.7217771	137.4195289	191.6586147
200	100	0	32.7601575	-52.0311193	215.8549914
300	100	0	25.6685702	-63.6241501	228.9716019
400	100	0	79.7193125	-7.1873717	251.9310965
500	100	0	100.4196262	9.1220504	351.7564238
600	100	0	113.6582505	34.5948944	366.4998719
700	100	0	108.5147343	88.0343709	366.9154125
800	100	0	68.5365202	63.1272353	498.3248464
900	100	0	92.3193076	68.5942261	542.2051804
1000	100	0	96.0068677	101.6271517	535.8445964
1100	100	0	69.7222588	75.2528545	586.9581817
1200	100	0	83.6125962	41.8142645	638.0942921
1300	100	0	78.2319637	10.5112818	776.5169158
1400	100	0	42.8997739	4.7141255	1070.92724
1500	100	0	32.8089192	35.7876364	1221.047842
1600	100	0	26.3859455	94.8954257	1222.91382
1700	100	0	7.5864964	130.512177	1169.117819
1800	100	0	-8.8051061	151.0126781	1117.076264
1900	100	0	-17.5895157	165.0710405	1058.677533
2000	100	0	-36.1331573	157.0337751	1021.284353
2100	100	0	-79.8665411	141.2151152	969.0488534
2200	100	0	-103.0675084	178.0002782	861.8094682
2300	100	0	-130.3995565	170.4904657	826.4595693
2400	100	0	-116.1390186	103.3039917	792.1366169
2500	100	0	-67.5747859	122.9012481	519.7989316
2600	100	0	-150.2657259	107.2469171	455.4062462
2700	100	0	-154.6149232	10.5856845	551.5724094
2800	100	0	-50.3442608	133.3437183	529.4664704
2900	100	0	-171.6371836	125.4262072	533.5335518
3000	100	0	0	99.5676269	664.4667873
0	200	0	0	58.1447502	253.9477763
100	200	0	10.0103412	59.6998716	250.8814768
200	200	0	16.0775453	33.9634749	290.7274562
300	200	0	72.8567641	44.1939651	288.9471146
400	200	0	87.1411189	89.3702967	284.9785017
500	200	0	58.2343972	50.0310251	470.0689432
600	200	0	109.2198264	41.7139733	513.4009846
700	200	0	112.3321854	51.5086383	502.9538956
800	200	0	69.8670763	56.7328217	559.4537747
900	200	0	99.263819	67.3709427	585.4207441
1000	200	0	100.3095114	68.7111652	631.490228
1100	200	0	69.970385	71.0539635	780.4823604
1200	200	0	87.1441331	85.2079562	913.1362754
1300	200	0	84.616857	99.4931702	1063.472157
1400	200	0	51.1182049	115.7391683	1176.661926
1500	200	0	40.6844849	135.4347722	1238.406424
1600	200	0	34.1854244	136.2947042	1288.838129
1700	200	0	21.5667942	133.609396	1299.009494
1800	200	0	6.6529775	136.2712443	1269.441325
1900	200	0	-23.2381535	139.7977727	1219.598396
2000	200	0	-70.2016293	127.2039892	1198.700035
2100	200	0	-82.4397653	106.2423913	1157.08985
2200	200	0	-74.6085419	131.2435832	1000.881751
2300	200	0	-131.4845594	141.0114134	941.1756165
2400	200	0	-126.9241132	131.8729381	941.1154406
2500	200	0	-71.6114882	125.811167	835.704558
2600	200	0	-161.2447002	104.808432	814.1439962
2700	200	0	-155.2441704	106.7637407	833.0781668
2800	200	0	-66.1120585	103.0079031	534.2390442
2900	200	0	-195.6022857	-35.5852015	509.4157443
3000	200	0	0	76.1013906	382.1459699
0	300	0	0	32.3142781	316.2620336
100	300	0	5.5405018	21.6738659	314.5274765
200	300	0	17.254251	21.5977148	333.9781081
300	300	0	81.075392	45.3399548	329.0008788
400	300	0	85.5563725	40.7641512	327.6976652
500	300	0	52.7633029	34.7804447	461.2243063
600	300	0	115.1358637	45.6339359	529.160404
700	300	0	123.5335827	47.0004255	622.1243638
800	300	0	84.3988245	64.4044128	672.1800455
900	300	0	104.2976511	96.4406683	724.6162539
1000	300	0	99.6898885	78.7758578	849.2530293
1100	300	0	86.2190498	89.9759819	947.7448274
1200	300	0	112.0518029	133.4399929	1037.284535
1300	300	0	108.7631758	134.4344049	1172.368184
